"","rank_RF"
"SNP629",0.82486560314871
"SNP396",0.81324790009588
"SNP374",0.81212106954905
"SNP369",0.795901952626286
"SNP914",0.790670885067955
"SNP691",0.781304490604554
"SNP521",0.781298837397158
"SNP420",0.77939399320397
"SNP413",0.778154846499984
"SNP424",0.777775553572905
"SNP981",0.77608655304115
"SNP370",0.773415892435106
"SNP144",0.770148560854116
"SNP128",0.768248772041155
"SNP123",0.764658201460406
"SNP503",0.763890207804502
"SNP889",0.757876940584141
"SNP857",0.757614932784373
"SNP819",0.756495135961671
"SNP642",0.750018641070895
"SNP627",0.727136458348758
"SNP829",0.713400952047132
"SNP138",0.695112968001613
"SNP297",0.693932164576431
"SNP754",0.687869102211736
"SNP314",0.68681998777587
"SNP993",0.686271882682274
"SNP954",0.684147696896683
"SNP895",0.65885393251968
"SNP153",0.658291259699893
"SNP263",0.657169040977134
"SNP579",0.648997872795769
"SNP6",0.643534044694996
"SNP928",0.642018384482523
"SNP661",0.639283616875609
"SNP923",0.635873712178712
"SNP372",0.628700342600481
"SNP688",0.627196818700332
"SNP331",0.61328109965133
"SNP461",0.61190036774128
"SNP696",0.611620127044475
"SNP352",0.596324326772957
"SNP881",0.58965883245842
"SNP919",0.588544391115197
"SNP400",0.578598037796789
"SNP868",0.576966248620349
"SNP8",0.57568764483366
"SNP271",0.564984390867742
"SNP920",0.56017575769221
"SNP165",0.559395082581784
"SNP42",0.548174394989694
"SNP660",0.548143066028959
"SNP171",0.544840957288762
"SNP63",0.543932786404269
"SNP894",0.538910556549431
"SNP207",0.532460770670248
"SNP551",0.530984225442793
"SNP471",0.529976467008302
"SNP441",0.524470908806417
"SNP791",0.518034209353456
"SNP198",0.488078985273091
"SNP557",0.476101896366247
"SNP704",0.465198482648175
"SNP730",0.464136630814971
"SNP341",0.462029928833604
"SNP534",0.460000792235101
"SNP422",0.456705664403248
"SNP961",0.446736018623672
"SNP834",0.446488010127692
"SNP638",0.442933927275027
"SNP698",0.425989556270238
"SNP230",0.413300266765635
"SNP903",0.39991826169412
"SNP593",0.396741901494831
"SNP764",0.390006238584083
"SNP385",0.388267719781206
"SNP146",0.388178611527587
"SNP502",0.384892067954316
"SNP12",0.382764561157152
"SNP139",0.382618352896278
"SNP100",0.37979099129418
"SNP839",0.375264520316958
"SNP997",0.375189847301753
"SNP185",0.372761887943249
"SNP811",0.370034612228316
"SNP55",0.36582306532552
"SNP960",0.352451928934764
"SNP717",0.352217725084986
"SNP712",0.341053034274391
"SNP682",0.337060489946207
"SNP623",0.336262223510648
"SNP967",0.326955743413606
"SNP464",0.320622070705961
"SNP905",0.317928400733565
"SNP68",0.317918653123471
"SNP853",0.30723168697028
"SNP417",0.303485137559779
"SNP162",0.303446998122088
"SNP321",0.299161023888572
"SNP238",0.295012754094357
"SNP729",0.294251970000769
"SNP942",0.28094057974674
"SNP535",0.278748203995748
"SNP775",0.278327508422177
"SNP813",0.276760910054125
"SNP425",0.272286014933597
"SNP351",0.267891772694214
"SNP991",0.266893183616143
"SNP35",0.264981813920861
"SNP753",0.260366244752573
"SNP104",0.258483114512838
"SNP355",0.254961949520991
"SNP237",0.254642650256503
"SNP686",0.250044437353531
"SNP16",0.248703126451869
"SNP878",0.238978453501293
"SNP840",0.236412629677606
"SNP90",0.23400789055297
"SNP64",0.230618276294752
"SNP721",0.229276707220359
"SNP155",0.222082343903395
"SNP46",0.22105255650422
"SNP901",0.210889417050431
"SNP71",0.206509904866273
"SNP463",0.197183996161212
"SNP776",0.196923567358431
"SNP129",0.1969075153349
"SNP333",0.196396100893638
"SNP666",0.19170914728157
"SNP61",0.184695607329338
"SNP254",0.183994228692303
"SNP291",0.179914312955062
"SNP684",0.177059172571753
"SNP796",0.169720190724387
"SNP615",0.169557781361164
"SNP564",0.166832300846373
"SNP2",0.164816408562491
"SNP795",0.155565762457165
"SNP431",0.14520978237269
"SNP692",0.134274912736811
"SNP267",0.127538596399152
"SNP794",0.122958674314432
"SNP668",0.120706281017056
"SNP269",0.118932858942536
"SNP510",0.11862207518022
"SNP614",0.117063092734334
"SNP995",0.116908171699303
"SNP67",0.110697938575797
"SNP397",0.100824125891464
"SNP117",0.0970821413856662
"SNP166",0.0892818493678251
"SNP952",0.0815572779472923
"SNP74",0.0761490401073089
"SNP915",0.0683067563285377
"SNP734",0.066948467139319
"SNP295",0.0646654005103666
"SNP779",0.0617463757638985
"SNP647",0.0616707222067708
"SNP439",0.0603790450619166
"SNP466",0.0597372065884373
"SNP956",0.0556195858413664
"SNP880",0.0547120807565239
"SNP231",0.054081379751295
"SNP687",0.0475356704140995
"SNP383",0.0393683429209035
"SNP316",0.0389004853430559
"SNP470",0.0341156644051726
"SNP847",0.0300573504214022
"SNP474",0.0284317307060876
"SNP772",0.0239525942974024
"SNP824",0.0227546517743456
"SNP212",0.016540133006601
"SNP833",0.0159988250397708
"SNP311",0.0113380835258149
"SNP247",0.00625481012123196
"SNP740",-0.00557082005521918
"SNP543",-0.00573191816239503
"SNP645",-0.0064403094644102
"SNP227",-0.00695347537361179
"SNP944",-0.0102651870413148
"SNP652",-0.0235228571345681
"SNP426",-0.0243433479178616
"SNP681",-0.025258839586321
"SNP536",-0.0253035334560835
"SNP608",-0.0268249996448091
"SNP304",-0.0437971961674964
"SNP757",-0.0470899726692216
"SNP737",-0.0545633306608182
"SNP798",-0.05568086748843
"SNP855",-0.0584246171557587
"SNP161",-0.0614498305007712
"SNP210",-0.0652046686394002
"SNP529",-0.0663553050229146
"SNP222",-0.0696036414937479
"SNP233",-0.0718987968071176
"SNP929",-0.0758314235176828
"SNP610",-0.0952433485997746
"SNP150",-0.0954547868184674
"SNP53",-0.0967164325127735
"SNP468",-0.101111388366468
"SNP178",-0.103168592696563
"SNP743",-0.104860675583776
"SNP262",-0.108010805042474
"SNP477",-0.110116280677346
"SNP58",-0.114236935083857
"SNP759",-0.115162700992786
"SNP887",-0.117621665568927
"SNP617",-0.122631436373304
"SNP864",-0.124777747708499
"SNP357",-0.131432820758368
"SNP489",-0.137694505474215
"SNP523",-0.138131063632386
"SNP596",-0.138699857489032
"SNP689",-0.141711451620586
"SNP671",-0.141751528684348
"SNP180",-0.145328464817005
"SNP548",-0.149399005086684
"SNP976",-0.150991491003827
"SNP911",-0.159250241790286
"SNP120",-0.160062081807784
"SNP994",-0.16064540436758
"SNP458",-0.162154071138387
"SNP298",-0.168093044708961
"SNP907",-0.17268672658611
"SNP574",-0.175878401607522
"SNP890",-0.178106912036546
"SNP358",-0.178269924015725
"SNP434",-0.178814809179433
"SNP830",-0.186475237323923
"SNP170",-0.187279770552214
"SNP933",-0.194468953999951
"SNP821",-0.194478389260295
"SNP665",-0.194592374599172
"SNP527",-0.200805128870736
"SNP987",-0.208094443517572
"SNP605",-0.209003349536313
"SNP437",-0.211269665275745
"SNP415",-0.211750612336836
"SNP562",-0.216423022887127
"SNP377",-0.217785908560018
"SNP325",-0.222083491185496
"SNP307",-0.226380866670425
"SNP736",-0.227028234020452
"SNP213",-0.227918450075027
"SNP719",-0.228996514432706
"SNP565",-0.236407094260686
"SNP640",-0.249381310383979
"SNP453",-0.259732211151666
"SNP657",-0.261026906948184
"SNP588",-0.274230280142861
"SNP658",-0.276846204156693
"SNP364",-0.278174799540838
"SNP581",-0.285496550012653
"SNP450",-0.287445381313805
"SNP837",-0.288244774412938
"SNP508",-0.290524300376167
"SNP835",-0.295398853944794
"SNP611",-0.296616822269084
"SNP863",-0.298306646552768
"SNP248",-0.298436778784014
"SNP716",-0.299743798012645
"SNP225",-0.304408260411817
"SNP742",-0.304779816762414
"SNP935",-0.305229426131132
"SNP276",-0.305487752759487
"SNP654",-0.306983340210829
"SNP282",-0.307616861055772
"SNP360",-0.308122546648597
"SNP293",-0.308200470587477
"SNP465",-0.310465701097342
"SNP679",-0.314623388644945
"SNP512",-0.322969026924077
"SNP771",-0.327213876077024
"SNP589",-0.329922027517058
"SNP77",-0.341890310474218
"SNP770",-0.343664241021117
"SNP659",-0.348568556395574
"SNP25",-0.35141872765067
"SNP583",-0.356515737717073
"SNP81",-0.364281435623667
"SNP927",-0.365031689393425
"SNP387",-0.371051536892269
"SNP715",-0.380373312673433
"SNP451",-0.381442194103291
"SNP235",-0.382400712683633
"SNP183",-0.3848313666719
"SNP5",-0.385308306196495
"SNP980",-0.397502058908456
"SNP573",-0.401161478475995
"SNP676",-0.403124355312023
"SNP343",-0.405081461836414
"SNP446",-0.40813838716813
"SNP130",-0.408333952303998
"SNP375",-0.408760454811892
"SNP179",-0.40993954188849
"SNP169",-0.413571275153654
"SNP768",-0.415705738175923
"SNP122",-0.417421326834886
"SNP135",-0.417739576351743
"SNP718",-0.4183249130053
"SNP641",-0.422702419219869
"SNP799",-0.427082485390208
"SNP639",-0.432457382693235
"SNP968",-0.43919736734343
"SNP561",-0.440453500602726
"SNP801",-0.441097716394725
"SNP339",-0.442384168902267
"SNP89",-0.445890782938486
"SNP342",-0.458153418021134
"SNP85",-0.458650328677262
"SNP382",-0.464482021966376
"SNP196",-0.464919002303649
"SNP849",-0.466211004461868
"SNP17",-0.46757917831637
"SNP363",-0.469236032506719
"SNP693",-0.471371533173606
"SNP948",-0.479250854527261
"SNP515",-0.485002530980799
"SNP105",-0.492665255138443
"SNP494",-0.493326298089968
"SNP648",-0.494862677129674
"SNP427",-0.49496190084745
"SNP244",-0.500717330234909
"SNP234",-0.513961591788354
"SNP875",-0.516680148897221
"SNP429",-0.522189690739819
"SNP525",-0.526723207410218
"SNP356",-0.530021297193805
"SNP946",-0.530236758749317
"SNP93",-0.534554218905683
"SNP808",-0.540890433176591
"SNP419",-0.54099329411962
"SNP517",-0.543234686045632
"SNP607",-0.558587110812584
"SNP986",-0.5622560168034
"SNP710",-0.564195172144669
"SNP735",-0.572251787850067
"SNP320",-0.575265185551058
"SNP749",-0.583511686170387
"SNP782",-0.594338756343638
"SNP744",-0.601185966506814
"SNP697",-0.60631671647901
"SNP670",-0.615925491717761
"SNP722",-0.616356888972827
"SNP188",-0.616634333233193
"SNP163",-0.623550936237929
"SNP755",-0.637035425218113
"SNP176",-0.641863503555332
"SNP491",-0.651293344254143
"SNP246",-0.653162557760803
"SNP758",-0.65444386295545
"SNP190",-0.663199545809095
"SNP52",-0.668922053833414
"SNP186",-0.670830749438778
"SNP595",-0.672322979047367
"SNP893",-0.674223642300523
"SNP635",-0.674802438470253
"SNP591",-0.675522647225575
"SNP604",-0.677714853795031
"SNP649",-0.685668716998274
"SNP200",-0.687469023048275
"SNP932",-0.690322703101185
"SNP215",-0.694251820771876
"SNP918",-0.696713312693497
"SNP831",-0.701708785697255
"SNP774",-0.702672161629289
"SNP939",-0.704456586944484
"SNP977",-0.710856094775782
"SNP317",-0.717953603844977
"SNP505",-0.720469299347934
"SNP438",-0.724670924806332
"SNP663",-0.726632829431589
"SNP287",-0.733017055353726
"SNP843",-0.737646055949923
"SNP324",-0.739970277294123
"SNP309",-0.755947312698492
"SNP553",-0.759533549256347
"SNP216",-0.760974978442769
"SNP264",-0.765468300189708
"SNP102",-0.783184396497079
"SNP482",-0.783482085038798
"SNP848",-0.784597466890589
"SNP926",-0.784955624650997
"SNP955",-0.793963243794769
"SNP29",-0.795782635889353
"SNP195",-0.797332792108051
"SNP255",-0.798135204936316
"SNP814",-0.798418809982917
"SNP626",-0.798754172245536
"SNP334",-0.799080196152007
"SNP22",-0.799374249647029
"SNP194",-0.803945367124246
"SNP54",-0.803971626306657
"SNP443",-0.804394052540344
"SNP156",-0.814628500274622
"SNP975",-0.814695545916829
"SNP404",-0.815246020944869
"SNP560",-0.815951068212517
"SNP124",-0.818435858161228
"SNP699",-0.82623557857693
"SNP925",-0.82651472901579
"SNP780",-0.828234384003987
"SNP598",-0.846644028804471
"SNP79",-0.846893439202727
"SNP674",-0.850455397073003
"SNP547",-0.850608048624365
"SNP362",-0.85102387796556
"SNP306",-0.851407814853114
"SNP851",-0.860652646039194
"SNP571",-0.86499840709628
"SNP312",-0.865338627694581
"SNP38",-0.865616858200003
"SNP765",-0.867194665305135
"SNP846",-0.868125141198692
"SNP436",-0.872150364408436
"SNP756",-0.880365943427943
"SNP378",-0.880399848860713
"SNP972",-0.882173094589016
"SNP69",-0.882441924565349
"SNP540",-0.884376226125696
"SNP803",-0.886165464149132
"SNP550",-0.897166631282531
"SNP655",-0.89816520366346
"SNP125",-0.900261948137651
"SNP201",-0.903452123324421
"SNP945",-0.91333722595631
"SNP221",-0.913792949221425
"SNP748",-0.916323060824887
"SNP963",-0.920086488956321
"SNP391",-0.926973422554642
"SNP241",-0.927989519115845
"SNP278",-0.932809091365599
"SNP650",-0.933486474522356
"SNP705",-0.934542573434388
"SNP746",-0.941513911238801
"SNP874",-0.94354827953694
"SNP148",-0.944691042373912
"SNP603",-0.945314435151715
"SNP252",-0.946545731666157
"SNP340",-0.949453586452948
"SNP121",-0.953495065791037
"SNP421",-0.959696067418892
"SNP193",-0.965225120033673
"SNP934",-0.965258769074392
"SNP440",-0.971660649107717
"SNP701",-0.976420907652726
"SNP285",-0.984549350726502
"SNP965",-0.990126843445682
"SNP192",-0.992153500217527
"SNP886",-0.997852926250012
"SNP984",-0.999211625005517
"SNP727",-1.00374735992728
"SNP56",-1.00842193344482
"SNP430",-1.00900099497694
"SNP802",-1.00943597859755
"SNP455",-1.01328222339363
"SNP947",-1.01333620844334
"SNP239",-1.01988791221463
"SNP790",-1.02969144404816
"SNP677",-1.03002657675173
"SNP473",-1.03545416261811
"SNP418",-1.03907441703604
"SNP349",-1.04407656598489
"SNP1000",-1.04782315642652
"SNP137",-1.05303029233153
"SNP912",-1.05738296002946
"SNP752",-1.05828357828704
"SNP504",-1.05855874421453
"SNP28",-1.06159374822936
"SNP257",-1.07008254832725
"SNP767",-1.07167475329613
"SNP119",-1.07349991834296
"SNP906",-1.07416487687947
"SNP18",-1.09151375728726
"SNP724",-1.10107276452767
"SNP403",-1.1028827367294
"SNP288",-1.10433353579773
"SNP898",-1.10609135932316
"SNP275",-1.10640242291398
"SNP249",-1.1065468144885
"SNP953",-1.10672778524736
"SNP21",-1.10696292884865
"SNP613",-1.11308473493634
"SNP141",-1.11715337655194
"SNP731",-1.11982926298821
"SNP620",-1.12231052279112
"SNP371",-1.13435354738323
"SNP599",-1.14115923675371
"SNP433",-1.14293219836385
"SNP785",-1.14760923463892
"SNP747",-1.15209781119493
"SNP807",-1.1572045279299
"SNP51",-1.15837553603837
"SNP203",-1.15842441329237
"SNP606",-1.16768770270843
"SNP793",-1.17040709061838
"SNP741",-1.17127242737121
"SNP243",-1.17986511649927
"SNP867",-1.18530593186803
"SNP485",-1.19336780262413
"SNP680",-1.19552065988472
"SNP286",-1.1981532235778
"SNP766",-1.19825457293041
"SNP909",-1.20292527067112
"SNP43",-1.20292563289456
"SNP823",-1.20639141320484
"SNP778",-1.21998196127429
"SNP452",-1.22298293159061
"SNP72",-1.22996329349785
"SNP567",-1.23222583698118
"SNP636",-1.23286882171093
"SNP836",-1.24831097456038
"SNP346",-1.24859243269287
"SNP762",-1.24959820392186
"SNP789",-1.25203554782922
"SNP709",-1.2717698670422
"SNP732",-1.27218718922124
"SNP488",-1.27262452923554
"SNP127",-1.28044883015892
"SNP348",-1.28059551751011
"SNP401",-1.29172518476755
"SNP294",-1.3031574302333
"SNP110",-1.30341834044258
"SNP116",-1.30373866372566
"SNP211",-1.30423132771084
"SNP337",-1.31001244806546
"SNP445",-1.31312520479366
"SNP989",-1.31353447942946
"SNP713",-1.31986443802786
"SNP73",-1.32041475471154
"SNP931",-1.32328014629879
"SNP943",-1.32605976825248
"SNP36",-1.3305220524524
"SNP966",-1.33601293428672
"SNP219",-1.33709556228588
"SNP685",-1.33979027052539
"SNP157",-1.34158854385629
"SNP265",-1.34784480883571
"SNP240",-1.35060733143581
"SNP350",-1.35088004501708
"SNP669",-1.35190944067392
"SNP702",-1.35698130353143
"SNP301",-1.36551323198186
"SNP27",-1.37096487761094
"SNP873",-1.39455614006584
"SNP582",-1.4039017362007
"SNP532",-1.40523589276321
"SNP158",-1.4121001224531
"SNP852",-1.41585970033863
"SNP656",-1.42170356410138
"SNP103",-1.42367498735727
"SNP409",-1.44000228128038
"SNP492",-1.45206246449311
"SNP483",-1.45503853606163
"SNP107",-1.45715170572277
"SNP509",-1.45861515229275
"SNP569",-1.46619248407728
"SNP999",-1.47663084342268
"SNP841",-1.47681512853229
"SNP224",-1.47773174154787
"SNP467",-1.47899203439393
"SNP272",-1.47909530166049
"SNP827",-1.48037326132491
"SNP750",-1.48046540084154
"SNP174",-1.48227859763521
"SNP145",-1.48362331991529
"SNP576",-1.48550592969135
"SNP48",-1.49083222035474
"SNP189",-1.49373876683436
"SNP112",-1.50066768823631
"SNP80",-1.50767329144088
"SNP398",-1.51387072220348
"SNP586",-1.51516411345247
"SNP226",-1.517544212203
"SNP815",-1.52361182640053
"SNP388",-1.52387154557798
"SNP143",-1.52647467045513
"SNP136",-1.52802538772848
"SNP208",-1.52836149890272
"SNP175",-1.52964899458666
"SNP998",-1.53198107956418
"SNP268",-1.53323827333734
"SNP236",-1.54496106316688
"SNP23",-1.54499809367632
"SNP392",-1.55444601698228
"SNP634",-1.5601909991104
"SNP478",-1.57134761924523
"SNP187",-1.57167634478995
"SNP888",-1.57238093238055
"SNP228",-1.57251979032279
"SNP345",-1.57695265892934
"SNP279",-1.58271405169925
"SNP386",-1.58453029869399
"SNP633",-1.59751181232556
"SNP408",-1.59773806994494
"SNP469",-1.6001061457922
"SNP507",-1.60374834311903
"SNP962",-1.60463672446488
"SNP34",-1.60502756528121
"SNP457",-1.60575523668136
"SNP558",-1.6082163118077
"SNP353",-1.61346177056518
"SNP70",-1.61348977020069
"SNP315",-1.61407366660525
"SNP273",-1.6142916920175
"SNP804",-1.61531932959357
"SNP520",-1.62447673874171
"SNP476",-1.62848127488614
"SNP870",-1.63158213947771
"SNP838",-1.63887007904091
"SNP902",-1.64335142164208
"SNP817",-1.6435117968126
"SNP538",-1.65241517457797
"SNP218",-1.65276623058815
"SNP646",-1.65587312699142
"SNP113",-1.65900096175125
"SNP700",-1.66233505059025
"SNP892",-1.66693164731579
"SNP662",-1.66929253091265
"SNP490",-1.66997388145605
"SNP810",-1.6858090147586
"SNP618",-1.69440204718585
"SNP182",-1.69790600651258
"SNP990",-1.69795993534835
"SNP302",-1.70037686420403
"SNP938",-1.71030044990564
"SNP822",-1.71087029571557
"SNP528",-1.71556062172548
"SNP992",-1.71967684645969
"SNP983",-1.72302874980092
"SNP323",-1.72758099620196
"SNP497",-1.73028416868214
"SNP199",-1.73353895274929
"SNP769",-1.73414109184096
"SNP164",-1.74067371553747
"SNP447",-1.7417241055105
"SNP585",-1.74660456031517
"SNP335",-1.7502507433919
"SNP260",-1.75158378480019
"SNP82",-1.75364755175059
"SNP407",-1.76032744904454
"SNP173",-1.76901888298856
"SNP376",-1.77190480153748
"SNP319",-1.77392210672777
"SNP877",-1.78175567363889
"SNP501",-1.78397002785879
"SNP270",-1.78602643895163
"SNP978",-1.79241168863033
"SNP733",-1.79589763482352
"SNP720",-1.7984428082946
"SNP78",-1.79858516034861
"SNP763",-1.80167719638327
"SNP866",-1.81194255694429
"SNP971",-1.81407456737424
"SNP65",-1.81709995821352
"SNP131",-1.81841819752792
"SNP261",-1.82007568739443
"SNP310",-1.82962161233195
"SNP628",-1.8312402936649
"SNP511",-1.8362450690277
"SNP854",-1.84114843777988
"SNP99",-1.84357648160893
"SNP281",-1.84538162642287
"SNP172",-1.84949527745876
"SNP209",-1.8665088545639
"SNP792",-1.87129783476848
"SNP389",-1.87211774677852
"SNP958",-1.87965651539294
"SNP300",-1.88221916106081
"SNP800",-1.89084945113648
"SNP703",-1.89658230486969
"SNP554",-1.89666044835669
"SNP621",-1.90267081623349
"SNP428",-1.90323322305609
"SNP957",-1.90562875971313
"SNP204",-1.91840355999372
"SNP390",-1.92899896402772
"SNP75",-1.93139893731002
"SNP493",-1.94734026388595
"SNP487",-1.95137174488064
"SNP787",-1.96795688139682
"SNP979",-1.96863735524051
"SNP266",-1.97141763640221
"SNP88",-1.97306519414548
"SNP825",-1.98248019700204
"SNP896",-1.98658789022147
"SNP373",-1.98971779886988
"SNP495",-1.99017661424321
"SNP879",-2.00091289843575
"SNP416",-2.00110442926734
"SNP253",-2.00292448184389
"SNP908",-2.00509460752595
"SNP296",-2.00772910711059
"SNP820",-2.01378817608058
"SNP151",-2.01732558629028
"SNP871",-2.02849390639577
"SNP653",-2.03098701431496
"SNP936",-2.03741004339516
"SNP570",-2.04083996646005
"SNP941",-2.04416917208592
"SNP856",-2.04663362265711
"SNP205",-2.04974866624757
"SNP167",-2.05482703439167
"SNP664",-2.05738361673652
"SNP87",-2.06693950402395
"SNP559",-2.06868236790292
"SNP242",-2.07513547067159
"SNP531",-2.07656571459667
"SNP806",-2.09228574635169
"SNP644",-2.09511087583999
"SNP708",-2.10843862788568
"SNP970",-2.11642480552791
"SNP384",-2.12256430092401
"SNP274",-2.13202581342836
"SNP98",-2.132725660475
"SNP884",-2.13470049074169
"SNP602",-2.13892458104995
"SNP518",-2.14068427514491
"SNP597",-2.14842159955632
"SNP555",-2.15269723503421
"SNP97",-2.15954245375096
"SNP499",-2.169421147234
"SNP442",-2.18506911553699
"SNP783",-2.19380071920704
"SNP578",-2.20216735908425
"SNP91",-2.2073479099033
"SNP160",-2.21499749978031
"SNP232",-2.22191236825056
"SNP134",-2.23220989109878
"SNP395",-2.23232488133339
"SNP184",-2.23768467171904
"SNP327",-2.24305246940575
"SNP14",-2.24869002598995
"SNP885",-2.25380808882886
"SNP725",-2.25498705960682
"SNP361",-2.28257405041864
"SNP126",-2.28387484703534
"SNP828",-2.29293120414551
"SNP152",-2.30060412175132
"SNP675",-2.32892001854982
"SNP449",-2.33772733673346
"SNP910",-2.35423992694941
"SNP728",-2.37135521511538
"SNP690",-2.38451335720121
"SNP816",-2.38872415296297
"SNP354",-2.40007635970588
"SNP45",-2.41045615297054
"SNP410",-2.4145282514573
"SNP624",-2.44303142227337
"SNP140",-2.45908412273384
"SNP498",-2.4644446950992
"SNP797",-2.46563111272236
